 5.628174 10000 
 13.383057 20000 
 24.763916 30000 
 24.544922 40000 
 35.476074 50000 
 43.496094 60000 
 49.969971 70000 
 57.031982 80000 
 60.913086 90000 
 68.855957 100000 
 77.349854 110000 
 83.153076 120000 
 81.222900 130000 
 98.273926 140000 
 103.749023 150000 
 111.470947 160000 
 115.521973 170000 
 124.453125 180000 
 133.073975 190000 
 138.925781 200000 
