 4.506104 10000 
 7.865967 20000 
 10.255859 30000 
 12.242188 40000 
 14.103027 50000 
 16.023926 60000 
 19.460938 70000 
 21.468994 80000 
 23.489990 90000 
 26.348145 100000 
 28.708984 110000 
 31.232910 120000 
 33.563965 130000 
 36.167969 140000 
 37.912109 150000 
 41.520020 160000 
 43.755859 170000 
 45.145996 180000 
 48.233887 190000 
 52.514160 200000 
